Username,Accuracy_1,Accuracy_2,Accuracy_3,Accuracy_4,Accuracy_5,Accuracy_6,Avg_time_per_book
mssgwb,0.4965,0.0376,0.1168,0.1774,0.4373,0.4048,6.977481763834173
